作者帳號,文章編號,日期,小時,裝置類型,文章分類,搜尋關鍵字
garden36, 426999239, 20150907, 0, 行動載具, 國內旅遊, 花東
jay7134, 128019205, 20150907, 0, 桌機, 國內旅遊, 太平山好望角的介紹
amilymemory, 154082621, 20150907, 0, 行動載具, 國內旅遊, 臺南約會聖地
terrykuo58, 290846966, 20150907, 0, 行動載具, 國內旅遊, 青青草原露營客棧
yoyozora, 30745193, 20150907, 0, 行動載具, 國內旅遊, 台東白玉瀑布
disni, 38912993, 20150907, 0, 桌機, 國內旅遊, 高雄 汽車旅館 推薦
john760808, 104118106, 20150907, 0, 行動載具, 國內旅遊, 花蓮
ballenf, 41642674, 20150907, 0, 桌機, 國內旅遊, 崁仔頂
wkitty, 32552997, 20150907, 0, 行動載具, 國內旅遊, 臺北
tonylai01, 42396433, 20150907, 0, 行動載具, 國內旅遊, 雲林
enlife, 111846007, 20150907, 0, 行動載具, 國內旅遊, 唯樂親子民宿
milachiu, 273964804, 20150907, 0, 行動載具, 國內旅遊, 新竹縣美景露營區
yaya527, 39287987, 20150907, 0, 行動載具, 國內旅遊, 若瑟桃米民宿
saliha, 279156251, 20150907, 0, 行動載具, 國內旅遊, 新北 motel party
zweifische, 32913244, 20150907, 0, 行動載具, 國內旅遊, 石坪梯沙漠風情民宿
kittymeow, 21872598, 20150907, 0, 行動載具, 國內旅遊, 小巨蛋 旅店
greenmarch0315, 192108243, 20150907, 0, 行動載具, 國內旅遊, 雲林
yumi3255, 297883748, 20150907, 0, 行動載具, 國內旅遊, 合歡仙境民宿露營
charlottechoi, 424070363, 20150907, 0, 行動載具, 國內旅遊, 前鎮早餐推薦
lele0920, 196062312, 20150907, 0, 桌機, 國內旅遊, 台東 夜市
enlife, 111846007, 20150907, 0, 行動載具, 國內旅遊, 唯樂親子民宿
lifepoem, 40416634, 20150907, 1, 桌機, 國內旅遊, 懶人包
aileen1596, 44501887, 20150907, 1, 行動載具, 國內旅遊, 高雄旗津
tungbin, 390001316, 20150907, 1, 行動載具, 國內旅遊, 澎湖 清泉崗 時間
stock2012, 201002001, 20150907, 1, 桌機, 國內旅遊, 淡水 住宿
ballenf, 40881709, 20150907, 1, 行動載具, 國內旅遊, 陽明山中華會館
dressingfrad, 352959395, 20150907, 1, 行動載具, 國內旅遊, 高雄休息價格
bigeye5417, 387030347, 20150907, 1, 行動載具, 國內旅遊, 泰武天氣
IffysLife, 193244277, 20150907, 1, 行動載具, 國內旅遊, 宜人生活
aerrr1, 30043803, 20150907, 1, 行動載具, 國內旅遊, 心之芳庭
karalily, 59536279, 20150907, 1, 桌機, 國內旅遊, 花蓮
silvermonkeyQ, 89019959, 20150907, 1, 行動載具, 國內旅遊, scarpa登山鞋
lohas, 31882743, 20150907, 1, 桌機, 國內旅遊, 礁溪溫泉推薦
wisebaby, 30516256, 20150907, 1, 桌機, 國內旅遊, 露營達人評比
lintietie, 29905510, 20150907, 1, 行動載具, 國內旅遊, 苗栗一日遊
dosn02, 42089839, 20150907, 1, 行動載具, 國內旅遊, 隙頂民宿
blue19cheese, 110479649, 20150907, 1, 桌機, 國內旅遊, 台中文學公園
anise, 31232753, 20150907, 1, 行動載具, 國內旅遊, 日月潭大飯店
saliha, 434391182, 20150907, 1, 行動載具, 國內旅遊, 竹圍漁港
ebnb, 170965942, 20150907, 1, 行動載具, 國內旅遊, 宜人生活
doll1027, 172337196, 20150907, 1, 行動載具, 國內旅遊, 嘉義
rvgo568, 13668019, 20150907, 1, 行動載具, 國內旅遊, 帳篷租借
passat911, 28818239, 20150907, 1, 行動載具, 國內旅遊, 陽明山中華會館
birdjaywu, 164931261, 20150907, 1, 桌機, 國內旅遊, Eastdoor Hostel
Bisohsgogotravel, 103337479, 20150907, 1, 行動載具, 國內旅遊, 奧萬大楓葉時間
tsaipei525, 420423118, 20150907, 1, 行動載具, 國內旅遊, 台南必去景點
cline1413, 338182922, 20150907, 1, 行動載具, 國內旅遊, 清境民宿
hantianeating, 33398820, 20150907, 1, 行動載具, 國內旅遊, 京站國際酒店式公寓
summermom, 43937119, 20150907, 1, 桌機, 國內旅遊, 露營達人評比
mimg47, 4503165, 20150907, 1, 行動載具, 國內旅遊, 臺南景點
rujo354, 59694415, 20150907, 1, 行動載具, 國內旅遊, 游2015
jay0909, 42124141, 20150907, 1, 行動載具, 國內旅遊, 桃園美生茶餐廳
naughtyangel, 43875895, 20150907, 1, 行動載具, 國內旅遊, 新竹飯店推薦 親子
judyer101010, 352250150, 20150907, 1, 行動載具, 國內旅遊, 日月潭大飯店
FAN3320, 58109865, 20150907, 1, 行動載具, 國內旅遊, 宜人生活
lohas, 30817778, 20150907, 1, 行動載具, 國內旅遊, 西門旅館
anny4485, 174743895, 20150907, 1, 行動載具, 國內旅遊, 宜人生活
cheng0073, 4463121, 20150907, 1, 行動載具, 國內旅遊, 嘉義景點
livebeyyr2121, 37110595, 20150907, 1, 行動載具, 國內旅遊, 台北開車到十分
beei, 36548943, 20150907, 1, 行動載具, 國內旅遊, 高捷旅遊景點
twinklingeating, 41541451, 20150907, 1, 行動載具, 國內旅遊, andante安棠德旅宿
auberge98, 37899833, 20150907, 1, 行動載具, 國內旅遊, 合利他命f50
sunnysocute, 31012803, 20150907, 1, 行動載具, 國內旅遊, 王功採蚵
woxko, 29060317, 20150907, 1, 桌機, 國內旅遊, 明新科大美食
mooncake33, 30256304, 20150907, 1, 桌機, 國內旅遊, 蘭嶼名產
wisebaby, 29464964, 20150907, 1, 桌機, 國內旅遊, 歡樂時光評比
buuzkuo, 102033568, 20150907, 1, 行動載具, 國內旅遊, 台中秋紅谷
sinpeson, 39485367, 20150907, 1, 行動載具, 國內旅遊, 台東 背包客棧
leslie1108, 58726228, 20150907, 1, 行動載具, 國內旅遊, 宜人生活
bigbrain168, 39863109, 20150907, 1, 行動載具, 國內旅遊, 社團法人台灣社區托育家事管理發展協會
mimg47, 5299567, 20150907, 1, 行動載具, 國內旅遊, 月世界
wkitty, 33207982, 20150907, 1, 行動載具, 國內旅遊, 台北 旅遊推薦
Sinea100, 140647828, 20150907, 1, 行動載具, 國內旅遊, 陽明山中華會館
zine1215, 37068060, 20150907, 2, 桌機, 國內旅遊, 台中農場推薦
enlife, 108917488, 20150907, 2, 行動載具, 國內旅遊, 台北捷運旅遊推薦
ballenf, 36131008, 20150907, 2, 桌機, 國內旅遊, 興福寮社區到北投最斜的坡
summermom, 41971288, 20150907, 2, 行動載具, 國內旅遊, 宜人生活 巴
aova, 30156016, 20150907, 2, 行動載具, 國內旅遊, 後龍民宿
tungbin, 433773995, 20150907, 2, 行動載具, 國內旅遊, 後龍雷達站
saliha, 424998044, 20150907, 2, 行動載具, 國內旅遊, 台北逛街好去處
yaya527, 39287987, 20150907, 2, 行動載具, 國內旅遊, 若瑟桃米民宿
ntpcchotel, 259777381, 20150907, 2, 行動載具, 國內旅遊, 新店悅喀牛排
lohas, 29425069, 20150907, 2, 行動載具, 國內旅遊, 台中逢甲住宿
sunny5738, 143502748, 20150907, 2, 行動載具, 國內旅遊, 台中美食推薦
smilejean, 38621753, 20150907, 2, 行動載具, 國內旅遊, 攬月會館
bulanini, 161162289, 20150907, 2, 行動載具, 國內旅遊, 埔里美食
w979255, 41580313, 20150907, 2, 桌機, 國內旅遊, 高雄住
ken0187, 434893340, 20150907, 2, 行動載具, 國內旅遊, 安平觀光漁市2015
a221740, 149778078, 20150907, 2, 行動載具, 國內旅遊, 台北車站後站
alexccc0120, 376067045, 20150907, 2, 行動載具, 國內旅遊, 王仁甫
sunny5738, 143502748, 20150907, 2, 行動載具, 國內旅遊, 台中美食推薦
nigi33kimo, 103595524, 20150907, 2, 桌機, 國內旅遊, 高雄住
stiga96, 27930236, 20150907, 2, 行動載具, 國內旅遊, 西來庵
yaya527, 39287987, 20150907, 2, 行動載具, 國內旅遊, 若瑟桃米民宿
superwater88, 28506754, 20150907, 2, 桌機, 國內旅遊, 高雄住
anny4485, 174743895, 20150907, 2, 行動載具, 國內旅遊, 宜人生活 巴厘島
mylifestyle, 32682266, 20150907, 2, 行動載具, 國內旅遊, 攬月會館
l50740, 40983001, 20150907, 2, 行動載具, 國內旅遊, 宜蘭自由行
qq11197315, 32765063, 20150907, 2, 行動載具, 國內旅遊, 烏來璞石麗緻溫泉會館
drugs, 35844203, 20150907, 2, 桌機, 國內旅遊, 逢甲
jujucute88, 187317366, 20150907, 2, 行動載具, 國內旅遊, 高鐵假期 墾丁
cline1413, 352787663, 20150907, 2, 行動載具, 國內旅遊, 宜蘭景點
jay7134, 144309968, 20150907, 2, 行動載具, 國內旅遊, 台北 貓桐
Melosa0121, 171974883, 20150907, 2, 桌機, 國內旅遊, 台北動物園餐廳
JAMAKINO765, 212077537, 20150907, 2, 行動載具, 國內旅遊, 斗六火車站
bbb739131, 135464846, 20150907, 2, 行動載具, 國內旅遊, 大直薇閣 美國舞孃
aerrr1, 30643801, 20150907, 2, 桌機, 國內旅遊, 台東
wig786, 151497508, 20150907, 2, 行動載具, 國內旅遊, 大直薇閣 美國舞孃
cheng0073, 4467411, 20150907, 2, 行動載具, 國內旅遊, 高雄旅遊
aaaa62141924, 61557553, 20150907, 2, 桌機, 國內旅遊, 台中
stock2012, 195906327, 20150907, 2, 桌機, 國內旅遊, 屏東 美食
alexpeng0310, 32054636, 20150907, 2, 桌機, 國內旅遊, 台東
imsean, 40510141, 20150907, 3, 行動載具, 國內旅遊, ubike高雄 悠遊卡
traveler135, 173722374, 20150907, 3, 行動載具, 國內旅遊, 南投伴手禮推薦
ana3ttn, 165323280, 20150907, 3, 行動載具, 國內旅遊, 嘉義公共腳踏車
lohas, 41967511, 20150907, 3, 桌機, 國內旅遊, 花蓮
peachyland, 25043536, 20150907, 3, 桌機, 國內旅遊, 花蓮台東自駕遊
iolopa, 102749119, 20150907, 3, 桌機, 國內旅遊, 花蓮
rachelwhung, 97533787, 20150907, 3, 行動載具, 國內旅遊, 小琉球海景民宿推薦
as660707, 426738593, 20150907, 3, 行動載具, 國內旅遊, 彰化吃到飽
piecece, 100773373, 20150907, 3, 行動載具, 國內旅遊, 台東一個人住宿
as660707, 117005815, 20150907, 3, 行動載具, 國內旅遊, 九九莊園
margaret1122, 42269497, 20150907, 3, 桌機, 國內旅遊, 小時光
venuslin0113, 41886433, 20150907, 3, 行動載具, 國內旅遊, 福隆福華飯店套裝
stock2012, 201002001, 20150907, 3, 桌機, 國內旅遊, 淡水 住宿
s045488, 414109927, 20150907, 3, 行動載具, 國內旅遊, 板橋親子遊
starandochan, 142670762, 20150907, 3, 行動載具, 國內旅遊, 小琉球海景民宿推薦
cline1413, 279597053, 20150907, 3, 行動載具, 國內旅遊, 花蓮民宿villa
vantora, 43069308, 20150907, 3, 桌機, 國內旅遊, 小時光
peihsuan0729, 391483166, 20150907, 3, 桌機, 國內旅遊, 台東下午茶
omamao, 8475116, 20150907, 3, 桌機, 國內旅遊, 瘋高雄橋頭
danealkitty, 362423327, 20150907, 3, 行動載具, 國內旅遊, danealkitty
ccn1618, 60108145, 20150907, 3, 行動載具, 國內旅遊, 九九莊園
doris200344, 41561254, 20150907, 4, 桌機, 國內旅遊, 台東住宿
ss19650808, 421156993, 20150907, 4, 行動載具, 國內旅遊, 上引水產 2015
bestkuan, 365607044, 20150907, 4, 桌機, 國內旅遊, 台南車站附近親子飯店
irenechen, 21623856, 20150907, 4, 行動載具, 國內旅遊, 台北市釣蝦場
naughtyangel, 44348794, 20150907, 4, 桌機, 國內旅遊, 台南車站附近親子飯店
margaret1122, 39326567, 20150907, 4, 行動載具, 國內旅遊, 時光1939
alexlin0409, 145547202, 20150907, 4, 桌機, 國內旅遊, 花蓮
cher88888, 54846525, 20150907, 4, 行動載具, 國內旅遊, 柴山私房景點
lele0920, 201179388, 20150907, 4, 行動載具, 國內旅遊, 三峽烤肉地點
ceciliafang1103, 164645055, 20150907, 4, 桌機, 國內旅遊, 妖怪村 時間
louis5149, 29449507, 20150907, 4, 桌機, 國內旅遊, 台灣環島換民宿
smilejean, 41041114, 20150907, 4, 桌機, 國內旅遊, 花蓮
zc72, 50162578, 20150907, 4, 行動載具, 國內旅遊, 九份茶館推薦
wkitty, 32996455, 20150907, 4, 行動載具, 國內旅遊, 中山捷運站附近好吃
pigbank, 32126345, 20150907, 4, 行動載具, 國內旅遊, 時光1939
lohas, 40204402, 20150907, 4, 行動載具, 國內旅遊, 善導寺旁飯店
margaret1122, 39326567, 20150907, 4, 行動載具, 國內旅遊, 時光1939
topman99, 47670738, 20150907, 4, 行動載具, 國內旅遊, 清水斷崖
x2001hide, 49807626, 20150907, 5, 行動載具, 國內旅遊, 煙仔虎釣法
alicechen3656, 160843235, 20150907, 5, 行動載具, 國內旅遊, 新竹 關公像
mecocute, 100635107, 20150907, 5, 桌機, 國內旅遊, 集集車站 時間
sandycake, 5165432, 20150907, 5, 桌機, 國內旅遊, 花蓮
tiffanychung0118, 42396496, 20150907, 5, 桌機, 國內旅遊, 台南親子住宿
jay0909, 41126257, 20150907, 5, 行動載具, 國內旅遊, 中村拉麵
smilejean, 41041114, 20150907, 5, 桌機, 國內旅遊, 花蓮
kenalice0110, 39856633, 20150907, 5, 桌機, 國內旅遊, 花蓮市合菜
tangtang0524, 109699571, 20150907, 5, 桌機, 國內旅遊, 台南親子住宿
kenalice0110, 39856633, 20150907, 5, 桌機, 國內旅遊, 花蓮市合菜
tangtang0524, 109699571, 20150907, 5, 桌機, 國內旅遊, 台南親子住宿
topman99, 47670738, 20150907, 5, 行動載具, 國內旅遊, 清水斷崖地址
shin450410, 373901252, 20150907, 5, 桌機, 國內旅遊, 遠雄海洋公園
jongge168, 426307865, 20150907, 5, 桌機, 國內旅遊, 花蓮鯉魚潭
kenalice0110, 39856633, 20150907, 5, 桌機, 國內旅遊, 花蓮市合菜
lukang8185, 52323234, 20150907, 5, 行動載具, 國內旅遊, 王功潮汐表
nanacobaby, 49951710, 20150907, 5, 行動載具, 國內旅遊, 台中景
vylin999, 428652698, 20150907, 5, 桌機, 國內旅遊, 月盧食堂
lohas, 31270745, 20150907, 5, 行動載具, 國內旅遊, 加賀屋
s045488, 435280412, 20150907, 5, 行動載具, 國內旅遊, 台彭化蘑菇工廠
sweet3725, 100420273, 20150907, 6, 桌機, 國內旅遊, 露營
wkitty, 33569612, 20150907, 6, 行動載具, 國內旅遊, 宜蘭二日遊
Neko0916, 40178470, 20150907, 6, 行動載具, 國內旅遊, 龍洞公園浮潛
saliha, 378923408, 20150907, 6, 桌機, 國內旅遊, 大湖公園
cutemin73610, 32573015, 20150907, 6, 行動載具, 國內旅遊, 墾丁 夏都 鬧鬼
gygy, 21641266, 20150907, 6, 行動載具, 國內旅遊, 蘭嶼旅遊
lohas, 28863157, 20150907, 6, 行動載具, 國內旅遊, 日月潭
jay0909, 40518778, 20150907, 6, 桌機, 國內旅遊, 中原
lohas, 28863157, 20150907, 6, 行動載具, 國內旅遊, 日月潭
celine1986love, 29646489, 20150907, 6, 行動載具, 國內旅遊, 台中樸石民宿
nellydyu, 42120538, 20150907, 6, 行動載具, 國內旅遊, 東港美食
damon624, 38277727, 20150907, 6, 行動載具, 國內旅遊, 五分山步道
judyer101010, 427058816, 20150907, 6, 行動載具, 國內旅遊, 日月潭
purplehumor2013, 366387068, 20150907, 6, 行動載具, 國內旅遊, 鹽山 龍山宮
loveyuwa, 193614126, 20150907, 6, 行動載具, 國內旅遊, 鱷魚島
wkitty, 32996455, 20150907, 6, 桌機, 國內旅遊, 捷運中山站美食
dinosaurs, 39447109, 20150907, 6, 行動載具, 國內旅遊, 松菸 營業時間
dashutownship, 86900618, 20150907, 6, 行動載具, 國內旅遊, 去義大要坐捷運那下
LoveCremeBrulee, 197395563, 20150907, 6, 行動載具, 國內旅遊, 高雄觀光工廠
peihsuan0729, 425579960, 20150907, 6, 行動載具, 國內旅遊, 現流透抽竹圍魚港
mysweetchiu, 28946015, 20150907, 7, 行動載具, 國內旅遊, 美亞美早餐
jay7134, 202692382, 20150907, 7, 桌機, 國內旅遊, 易遊網 國泰商旅
luckbear, 30290906, 20150907, 7, 桌機, 國內旅遊, 宜蘭雨天備案
nikki20100403, 416931775, 20150907, 7, 行動載具, 國內旅遊, 東港碼頭
tyjls4851, 298327610, 20150907, 7, 桌機, 國內旅遊, 三創
bluehart, 386495699, 20150907, 7, 行動載具, 國內旅遊, 南投親子室內
mishel, 30346315, 20150907, 7, 桌機, 國內旅遊, 台中 觀光工廠
carriewang, 38691029, 20150907, 7, 行動載具, 國內旅遊, 中壢早餐推薦
smilejean, 30361647, 20150907, 7, 桌機, 國內旅遊, 心之芳庭
fiberman, 173632278, 20150907, 7, 行動載具, 國內旅遊, 黃金十稜
newbrue, 166470264, 20150907, 7, 行動載具, 國內旅遊, 杉林鄉景點
nikitarh, 5519336, 20150907, 7, 行動載具, 國內旅遊, 木樂地
cat875030, 196773099, 20150907, 7, 桌機, 國內旅遊, 南投觀光工廠
sanpu, 125189933, 20150907, 7, 桌機, 國內旅遊, 台灣自由行套票
lohas, 25212998, 20150907, 7, 行動載具, 國內旅遊, 早餐不錯的墾丁飯店
kenalice0110, 41598965, 20150907, 7, 行動載具, 國內旅遊, 墾丁飯店推薦
julialkpkpk, 434843261, 20150907, 7, 行動載具, 國內旅遊, 買了新秀麗 舊換新
f43212005, 191228961, 20150907, 7, 行動載具, 國內旅遊, 龍山宮 早餐
jay0909, 39383374, 20150907, 7, 行動載具, 國內旅遊, 中壢鹹粥 推薦
anny4485, 184244115, 20150907, 7, 行動載具, 國內旅遊, 南投 室內景點
RMlove30, 57568692, 20150907, 8, 行動載具, 國內旅遊, 台北幕軒
pol34, 164876550, 20150907, 8, 行動載具, 國內旅遊, 新北頭公有泡湯時間
mimg47, 5082235, 20150907, 8, 行動載具, 國內旅遊, 台南約會好去處
se4123, 3203884, 20150907, 8, 桌機, 國內旅遊, 頭城露營地
kuohank, 188499417, 20150907, 8, 桌機, 國內旅遊, 浪花蟹露營區
robinwithoicky, 285990394, 20150907, 8, 桌機, 國內旅遊, 浪花蟹露營區
wkitty, 32627147, 20150907, 8, 桌機, 國內旅遊, 台東必去景點
ym30908, 103732198, 20150907, 8, 行動載具, 國內旅遊, 台北地下街 地圖
bluerin0726, 99646687, 20150907, 8, 桌機, 國內旅遊, 東森溫泉酒店
ViaCheng, 98488893, 20150907, 8, 行動載具, 國內旅遊, 下雨好去處
yinfen, 42360976, 20150907, 8, 桌機, 國內旅遊, 大內龍貓公車站
anise, 40924342, 20150907, 8, 行動載具, 國內旅遊, 屏東琉球自由行
louis5149, 29470988, 20150907, 8, 行動載具, 國內旅遊, 九份交通
mary5888, 189004707, 20150907, 8, 桌機, 國內旅遊, 高鐵左營站拌手禮
sharonkuolin, 172481898, 20150907, 8, 行動載具, 國內旅遊, 福容 紅樹林店
convoy126, 24226915, 20150907, 8, 行動載具, 國內旅遊, 台南包車
sharonwhite, 40163836, 20150907, 8, 行動載具, 國內旅遊, 桃園下雨天要去哪裡
